"","CountryName","SurveyId","Sex","Reference_period","tips","est","ci_l","ci_u"
"ZA2016DHS.2","South Africa","ZA2016DHS","Females",1999-05-03,"14-20",0.13359854252267,0.0986949696952951,0.167150453753633
"ZA2016DHS.3","South Africa","ZA2016DHS","Males",2006-05-02,"7-13",0.277529467495343,0.236999340872715,0.315906658672378
"ZA2016DHS.4","South Africa","ZA2016DHS","Females",2006-05-02,"7-13",0.247412917953023,0.207695975527559,0.285138913132349
"ZA2016DHS.5","South Africa","ZA2016DHS","Males",2013-05-02,"0-6",0.233875514979821,0.202448354898355,0.264064302102178
"ZA2016DHS.6","South Africa","ZA2016DHS","Females",2013-05-02,"0-6",0.212665443693048,0.184443043635421,0.239911205811659
"ZM1996DHS.1","Zambia","ZM1996DHS","Males",1979-07-03,"14-20",0.105954453212184,0.0677217313030373,0.142619251601431
"ZM1996DHS.2","Zambia","ZM1996DHS","Females",1979-07-03,"14-20",0.0730745170628663,0.0517679295764825,0.0939023497333408
"ZM1996DHS.3","Zambia","ZM1996DHS","Males",1986-07-02,"7-13",0.173502823128337,0.142649237672548,0.203246076877074
"ZM1996DHS.4","Zambia","ZM1996DHS","Females",1986-07-02,"7-13",0.160403794123076,0.12839952368248,0.191232900765273
"ZM1996DHS.5","Zambia","ZM1996DHS","Males",1993-07-02,"0-6",0.405930450557457,0.378726375957371,0.431943324298199
"ZM1996DHS.6","Zambia","ZM1996DHS","Females",1993-07-02,"0-6",0.35239033733542,0.327388698202149,0.376462640375648
"ZM2002DHS.1","Zambia","ZM2002DHS","Males",1984-10-30,"14-20",0.184920462791791,0.130659998048331,0.235794222646982
"ZM2002DHS.2","Zambia","ZM2002DHS","Females",1984-10-30,"14-20",0.179634937944207,0.0832470108494003,0.265888583940851
"ZM2002DHS.3","Zambia","ZM2002DHS","Males",1991-10-30,"7-13",0.303100850411463,0.26452224745479,0.339655859043307
"ZM2002DHS.4","Zambia","ZM2002DHS","Females",1991-10-30,"7-13",0.289219579886024,0.248157376608311,0.32803915354211
"ZM2002DHS.5","Zambia","ZM2002DHS","Males",1998-10-30,"0-6",0.470421849451828,0.44293037556424,0.496556614764115
"ZM2002DHS.6","Zambia","ZM2002DHS","Females",1998-10-30,"0-6",0.445474322642989,0.418982828460288,0.470757936407677
"ZM2007DHS.1","Zambia","ZM2007DHS","Males",1990-04-01,"14-20",0.319220982830849,0.224128400111015,0.402658802971898
"ZM2007DHS.2","Zambia","ZM2007DHS","Females",1990-04-01,"14-20",0.211694886378513,0.139814646971058,0.277568549646211
"ZM2007DHS.3","Zambia","ZM2007DHS","Males",1997-03-31,"7-13",0.34895147280294,0.307589318041143,0.387842799353799
"ZM2007DHS.4","Zambia","ZM2007DHS","Females",1997-03-31,"7-13",0.343517017817751,0.305027600402576,0.379874789064218
"ZM2007DHS.5","Zambia","ZM2007DHS","Males",2004-03-31,"0-6",0.414261883558286,0.384919131444517,0.442204824451082
"ZM2007DHS.6","Zambia","ZM2007DHS","Females",2004-03-31,"0-6",0.420340930229259,0.388097643935111,0.450885204416751
"ZM2013DHS.1","Zambia","ZM2013DHS","Males",1996-09-30,"14-20",0.412428618950087,0.330007840658998,0.484710196954429
"ZM2013DHS.2","Zambia","ZM2013DHS","Females",1996-09-30,"14-20",0.375931141193797,0.324912816911677,0.423093860632927
"ZM2013DHS.3","Zambia","ZM2013DHS","Males",2003-09-30,"7-13",0.342003749878991,0.313437797089749,0.369381152446129
"ZM2013DHS.4","Zambia","ZM2013DHS","Females",2003-09-30,"7-13",0.353937948503458,0.326450749619112,0.380303408922383
"ZM2013DHS.5","Zambia","ZM2013DHS","Males",2010-09-30,"0-6",0.329257720077095,0.308101487435293,0.349767057008809
"ZM2013DHS.6","Zambia","ZM2013DHS","Females",2010-09-30,"0-6",0.293917094679609,0.274807994468732,0.312522662435516
"ZM2018DHS.1","Zambia","ZM2018DHS","Males",2001-07-02,"14-20",0.341976535379646,0.269508335002617,0.407255550284033
"ZM2018DHS.2","Zambia","ZM2018DHS","Females",2001-07-02,"14-20",0.376253718987189,0.304027550549788,0.440984447897826
"ZM2018DHS.3","Zambia","ZM2018DHS","Males",2008-07-01,"7-13",0.248427988553431,0.21521888627287,0.280231801569266
"ZM2018DHS.4","Zambia","ZM2018DHS","Females",2008-07-01,"7-13",0.207973100998146,0.179318062600469,0.235627616308676
"ZM2018DHS.5","Zambia","ZM2018DHS","Males",2015-07-02,"0-6",0.233432958714803,0.198286316125099,0.267038793769132
"ZM2018DHS.6","Zambia","ZM2018DHS","Females",2015-07-02,"0-6",0.166674843886662,0.146610088132192,0.186267840580137
"ZW1994DHS.1","Zimbabwe","ZW1994DHS","Males",1977-05-02,"14-20",0.173342329698092,0.105700228461856,0.235868189149112
"ZW1994DHS.2","Zimbabwe","ZW1994DHS","Females",1977-05-02,"14-20",0.110953654635774,0.0628514447353272,0.156586861533114
"ZW1994DHS.3","Zimbabwe","ZW1994DHS","Males",1984-05-01,"7-13",0.125148564762858,0.095514576377321,0.153811643894693
"ZW1994DHS.4","Zimbabwe","ZW1994DHS","Females",1984-05-01,"7-13",0.094083534933372,0.0681510881341953,0.119294307018516
"ZW1994DHS.5","Zimbabwe","ZW1994DHS","Males",1991-05-02,"0-6",0.202200699617083,0.179359434595909,0.224406213238969
"ZW1994DHS.6","Zimbabwe","ZW1994DHS","Females",1991-05-02,"0-6",0.142253327494878,0.125059549680947,0.159109224033109
"ZW1999DHS.1","Zimbabwe","ZW1999DHS","Males",1982-06-01,"14-20",0.144800409217337,0.0795976418426181,0.205384108816271
"ZW1999DHS.2","Zimbabwe","ZW1999DHS","Females",1982-06-01,"14-20",0.0599723754413907,0.0329731362735514,0.0862178000638583
"ZW1999DHS.3","Zimbabwe","ZW1999DHS","Males",1989-05-31,"7-13",0.164587325101049,0.127136732460901,0.200431083152943
"ZW1999DHS.4","Zimbabwe","ZW1999DHS","Females",1989-05-31,"7-13",0.0960292148209151,0.0701718290454191,0.121167538279277
"ZW1999DHS.5","Zimbabwe","ZW1999DHS","Males",1996-05-31,"0-6",0.381901113137558,0.351307504248516,0.411051867498475
"ZW1999DHS.6","Zimbabwe","ZW1999DHS","Females",1996-05-31,"0-6",0.289112710161747,0.266548738534554,0.310982521396366
"ZW2005DHS.1","Zimbabwe","ZW2005DHS","Males",1988-08-02,"14-20",0.191446034228833,0.130568407544293,0.248061007631733
"ZW2005DHS.2","Zimbabwe","ZW2005DHS","Females",1988-08-02,"14-20",0.12219417144006,0.0504223187984634,0.188541297981219
"ZW2005DHS.3","Zimbabwe","ZW2005DHS","Males",1995-08-02,"7-13",0.267920896351815,0.23640176750645,0.298139006623674
"ZW2005DHS.4","Zimbabwe","ZW2005DHS","Females",1995-08-02,"7-13",0.236540294906521,0.208397914098453,0.263682181133217
"ZW2005DHS.5","Zimbabwe","ZW2005DHS","Males",2002-08-02,"0-6",0.492506851026721,0.46882868304905,0.515129510883214
"ZW2005DHS.6","Zimbabwe","ZW2005DHS","Females",2002-08-02,"0-6",0.442275560495732,0.42269502134763,0.461191983574326
"ZW2010DHS.1","Zimbabwe","ZW2010DHS","Males",1993-08-30,"14-20",0.205184317901711,0.162567525921905,0.245632348799439
"ZW2010DHS.2","Zimbabwe","ZW2010DHS","Females",1993-08-30,"14-20",0.154679060828053,0.120346881158,0.187671282126279
"ZW2010DHS.3","Zimbabwe","ZW2010DHS","Males",2000-08-29,"7-13",0.374221419185869,0.337009375958095,0.409344841381954
"ZW2010DHS.4","Zimbabwe","ZW2010DHS","Females",2000-08-29,"7-13",0.312785332618662,0.283572664557614,0.34080684013484
"ZW2010DHS.5","Zimbabwe","ZW2010DHS","Males",2007-08-30,"0-6",0.426860442330578,0.397174653318457,0.455084371661244
"ZW2010DHS.6","Zimbabwe","ZW2010DHS","Females",2007-08-30,"0-6",0.394414663127493,0.371322066851185,0.416659022214833
"ZW2015DHS.1","Zimbabwe","ZW2015DHS","Males",1998-06-01,"14-20",0.362443883641148,0.307876186395675,0.4127094119334
"ZW2015DHS.2","Zimbabwe","ZW2015DHS","Females",1998-06-01,"14-20",0.310266473913699,0.256781664424558,0.359902313713638
"ZW2015DHS.3","Zimbabwe","ZW2015DHS","Males",2005-05-31,"7-13",0.415731357221362,0.377442170690106,0.451665643153505
"ZW2015DHS.4","Zimbabwe","ZW2015DHS","Females",2005-05-31,"7-13",0.390061232566817,0.356960647198811,0.421457958370191
"ZW2015DHS.5","Zimbabwe","ZW2015DHS","Males",2012-05-31,"0-6",0.300074332256777,0.27390830733953,0.325297417230087
"ZW2015DHS.6","Zimbabwe","ZW2015DHS","Females",2012-05-31,"0-6",0.281613022658437,0.254496781632919,0.307742962740862
